Agg_ASST,simp_ASS,LARC,AUTO,DATE,O3,PM25,PRCP,TMAX,UV,holi,fri,sat,sun,Chicago,NY,LA,Phil,Phoen,Atl,SanFran,Houston,Boston,Indianapolis?
9,17,14,3,2017-02-28,0.032,12.41666667,0,51,1.85,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,,52,6,2017-02-28,0.0265,8,0.25,65,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,131,148,31,2017-03-01,0.0343,5.042857143,0.12,54,1.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,82,137,26,2017-03-01,0.036,10.6,0.015,74,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,,114,18,2017-03-01,0.042133333,4.211111111,0,70,5.31,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,27,18,14,2017-03-01,0.044235294,7.8,0,72,4.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,125,413,15,2017-03-01,0.032666667,9.02,0.12,71,1.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,,49,5,2017-03-01,0.0355,10.35,0.16,80,1.19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,0,191,35,2017-03-01,0.0388125,14.5,0,85,7.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,10,17,3,2017-03-01,0.032,9.05,0.02,63,2.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,,56,6,2017-03-01,0.0345,6.5,0.42,64,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,129,136,22,2017-03-02,0.0361,4.55,0,35,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,67,113,32,2017-03-02,0.0435,4.74,0,63,3.36,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,,99,24,2017-03-02,0.043933333,2.97,0,77,5.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,124,294,10,2017-03-02,0.04125,4.921428571,0,66,3.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,19,17,6,2017-03-02,0.042285714,5.915384615,0,77,5.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,,35,5,2017-03-02,0.0405,4.2,0,60,6.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,0,163,24,2017-03-02,0.041125,5,0,68,7.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,16,13,2,2017-03-02,0.039,8.333333333,0,58,2.93,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,,55,3,2017-03-02,0.031,6.466666667,0,41,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,137,163,32,2017-03-03,0.0394,6.085714286,0,33,2.89,0,1,0,0,1,0,0,0,0,0,0,0,0,0
32,61,90,16,2017-03-03,0.0395,5.8,0,41,2.98,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12,,103,19,2017-03-03,0.038466667,5.266666667,0,77,4.93,0,1,0,0,0,0,0,0,1,0,0,0,0,0
52,127,322,13,2017-03-03,0.0355,5.76,0,42,2.84,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16,19,14,10,2017-03-03,0.043058824,6.65,0,79,5.66,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6,,33,6,2017-03-03,0.0435,6.4,0,58,5.02,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36,0,185,32,2017-03-03,0.0473125,5.98,0,68,7.24,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12,12,17,2,2017-03-03,0.036,8.45,0,36,2.66,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10,,60,8,2017-03-03,0.034,5.966666667,0,36,3.32,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31,132,138,24,2017-03-04,0.0347,9.616666667,0.01,42,2.72,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8,32,74,25,2017-03-04,0.040666667,4.95,0,37,2.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0
52,161,296,16,2017-03-04,0.0365,5.272727273,0,32,2.71,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16,,76,17,2017-03-04,0.0452,7.766666667,0,79,6.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0
29,10,21,12,2017-03-04,0.050058824,11.475,0,67,6.04,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,,45,9,2017-03-04,0.0475,9.366666667,0,64,5.63,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46,0,155,29,2017-03-04,0.0398125,9.2,0.07,67,4.43,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,10,11,2,2017-03-04,0.037,10.55,0,21,1.83,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9,,51,11,2017-03-04,0.03425,8.066666667,0,47,2.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36,136,144,30,2017-03-05,0.038666667,7.988888889,0,60,1.84,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20,35,69,24,2017-03-05,0.039666667,5.52,0,38.5,3.39,0,0,0,1,0,0,0,1,0,0,0,0,0,0
54,157,253,21,2017-03-05,0.036,5,0,38,3.32,0,0,0,1,0,1,0,0,0,0,0,0,0,0
21,22,15,6,2017-03-05,0.044058824,5.830769231,0.02,60,3.13,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14,,77,11,2017-03-05,0.036133333,5.866666667,0,75,5.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,,34,4,2017-03-05,0.054,14.98,0,68,5.02,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40,0,151,22,2017-03-05,0.0370625,7.6,4.79,68,0.34,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4,11,12,2,2017-03-05,0.04,6.75,0,32,2.84,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,,29,5,2017-03-05,0.0465,9.3625,0,67,4.08,0,0,0,1,0,0,0,0,0,0,0,0,0,1
37,141,166,30,2017-03-06,0.033444444,8.583333333,0,65,2.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,63,107,32,2017-03-06,0.038666667,14.675,0,51.5,3.84,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,,84,17,2017-03-06,0.047,4.088888889,0,68,5.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,14,12,8,2017-03-06,0.041823529,6.35,0,63,5.88,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,117,320,9,2017-03-06,0.0265,8.518181818,0,45,3.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,,53,11,2017-03-06,0.051,9.833333333,0,71,4.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,0,200,39,2017-03-06,0.029,9.04,0.16,78,7.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,11,15,2,2017-03-06,0.028,9.36,0,37,3.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,,58,10,2017-03-06,0.0382,8.633333333,0.58,61,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,158,156,28,2017-03-07,0.0409,6.45,0.24,65,3.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,78,104,22,2017-03-07,0.041333333,11.975,0.03,67,2.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,,69,20,2017-03-07,0.045066667,6.6625,0,75,6.64,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,23,8,5,2017-03-07,0.039882353,7.8,0,71,6.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,137,287,13,2017-03-07,0.02275,12.53,0.1,53,2.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,,42,7,2017-03-07,0.042,7.933333333,0.52,70,2.41,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,0,226,29,2017-03-07,0.0318,8.1,0.48,83,5.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,13,18,3,2017-03-07,0.041,10.11666667,0.02,48,1.63,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,,58,14,2017-03-07,0.034,6.333333333,0.52,64,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,152,143,21,2017-03-08,0.041444444,3.077777778,0,53,3.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,75,116,28,2017-03-08,0.044666667,5.26,0.015,63.5,3.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,110,348,11,2017-03-08,0.042,6.728571429,0.06,62,3.67,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,,85,21,2017-03-08,0.0444,6.84,0,83,6.66,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,11,16,5,2017-03-08,0.042125,7.884615385,0,79,6.45,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,,45,6,2017-03-08,0.0455,4,0.02,69,6.61,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,0,170,31,2017-03-08,0.0325625,6.8,0,69,7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,10,25,2,2017-03-08,0.039,7.4125,0.05,57,2.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,,64,11,2017-03-08,0.0418,3.244444444,0,58,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,140,155,20,2017-03-09,0.0384,4.783333333,0,42,2.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,75,98,18,2017-03-09,0.0505,6.25,0,67.5,4.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,152,288,11,2017-03-09,0.043,4.87,0,65,3.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,,81,20,2017-03-09,0.0516,7.555555556,0,86,6.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,31,14,17,2017-03-09,0.0503125,11.7,0,76,7.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,,28,5,2017-03-09,0.0515,9.133333333,0,76,6.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,173,28,2017-03-09,0.0289375,6.7,0,78,2.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,10,13,0,2017-03-09,0.041,9.02,0,51,3.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,,67,12,2017-03-09,0.0372,7.2,0.01,62,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,130,157,26,2017-03-10,0.0387,5.46,0,36,3.32,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12,66,98,24,2017-03-10,0.039,4.9,0.31,49.5,2.41,0,1,0,0,0,0,0,1,0,0,0,0,0,0
45,125,314,18,2017-03-10,0.035,4.21,0.24,49,1.41,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11,,83,16,2017-03-10,0.051266667,7.122222222,0,88,7.31,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20,25,12,9,2017-03-10,0.0558125,13.4125,0,74,7.66,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5,,45,6,2017-03-10,0.0445,5.966666667,0.37,71,5.71,0,1,0,0,0,0,0,0,0,1,0,0,0,0
51,0,172,34,2017-03-10,0.024375,6.45,0.01,77,5.06,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,7,17,2,2017-03-10,0.031,9.233333333,0.2,38,1.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7,,43,11,2017-03-10,0.035,4.333333333,0,41,3.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29,160,136,35,2017-03-11,0.0386,4.745454545,0,32,3.47,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16,53,90,16,2017-03-11,0.040666667,3.88,0,31.5,4.02,0,0,1,0,0,0,0,1,0,0,0,0,0,0
59,105,255,18,2017-03-11,0.03575,4.053846154,0,31,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
17,,93,11,2017-03-11,0.0508,6.9,0,89,7.15,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23,17,14,8,2017-03-11,0.058375,13.74615385,0,73,7.39,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6,,39,12,2017-03-11,0.039,4.82,0.19,59,6.24,0,0,1,0,0,0,0,0,0,1,0,0,0,0
41,0,162,43,2017-03-11,0.02575,5.2,0.56,72,4.72,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4,17,17,0,2017-03-11,0.035,9.066666667,0.02,23,2.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10,,47,13,2017-03-11,0.0366,4.6125,0,34,3.74,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,118,100,15,2017-03-12,0.0389,7.55,0.05,36,3.6,0,0,0,1,1,0,0,0,0,0,0,0,0,0
19,35,62,23,2017-03-12,0.038333333,6.15,0,33,3.79,0,0,0,1,0,0,0,1,0,0,0,0,0,0
61,136,230,5,2017-03-12,0.035,4.936363636,0,32,2.86,0,0,0,1,0,1,0,0,0,0,0,0,0,0
15,,62,11,2017-03-12,0.053866667,6.677777778,0,88,6.58,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33,22,9,6,2017-03-12,0.0625,20.18571429,0,68,7.09,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8,,31,6,2017-03-12,0.035,5.9,0.19,45,3.72,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40,0,140,35,2017-03-12,0.0264375,3.6,0.05,64,2.16,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,7,17,3,2017-03-12,0.025,12.93333333,0,27,2.96,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15,,43,11,2017-03-12,0.0406,4.2,0,36,4.21,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23,128,123,15,2017-03-13,0.0376,9.38,0.24,31,1.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,65,115,18,2017-03-13,0.04,7.675,0.125,41.5,3.86,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,108,313,12,2017-03-13,0.0335,6.409090909,0,37,3.69,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,,77,19,2017-03-13,0.052714286,6.577777778,0,92,7.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,18,7,15,2017-03-13,0.0593125,29.32857143,0,67,7.48,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,,41,6,2017-03-13,0.032,7.3,0.19,42,0.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,0,195,36,2017-03-13,0.029666667,7.05,0,69,6.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,5,5,2,2017-03-13,0.028,11.05,0,34,3.49,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,,68,19,2017-03-13,0.0308,10.2,0.03,32,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,106,98,14,2017-03-14,0.0395,5.47,0.19,28,2.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,26,56,13,2017-03-14,0.037333333,4.44,1.33,34.5,1.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,75,141,4,2017-03-14,0.03125,4.833333333,1.03,34,0.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,,92,12,2017-03-14,0.057466667,7.6,0,93,7.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,19,14,7,2017-03-14,0.054352941,16.89230769,0,67,7.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,,40,8,2017-03-14,0.0305,6.5,0.03,45,3.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,0,141,28,2017-03-14,0.036,6.466666667,0,68,6.73,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,9,5,1,2017-03-14,0.028,5.711111111,1.62,38,0.71,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,,60,13,2017-03-14,0.0372,6.055555556,0,31,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,128,137,25,2017-03-15,0.0413,7.68,0,33,2.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,42,68,26,2017-03-15,0.041,6.825,0,31,4.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,92,239,3,2017-03-15,0.035,5.190909091,0,30,2.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,,101,19,2017-03-15,0.0512,7.855555556,0,91,7.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,19,16,12,2017-03-15,0.0503125,13.85,0,70,7.76,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,,34,5,2017-03-15,0.0415,6.033333333,0,43,4.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,0,171,29,2017-03-15,0.0394,8.7,0,64,6.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,10,5,2017-03-15,0.032,8.283333333,0,28,2.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,,53,16,2017-03-15,0.0368,6.8,0,33,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,135,151,38,2017-03-16,0.042222222,11.7,0,42,3.68,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,66,60,15,2017-03-16,0.045666667,8.5,0,39,4.23,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,122,298,11,2017-03-16,0.0445,6.636363636,0,41,3.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,,92,16,2017-03-16,0.055,6.833333333,0,93,7.74,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,35,9,7,2017-03-16,0.0444375,12.2875,0,69,7.89,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,,33,6,2017-03-16,0.0435,8.2,0,55,5.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,0,192,31,2017-03-16,0.039066667,7.325,0,75,1.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,13,24,2,2017-03-16,0.04,8.366666667,0,35,2.89,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,,55,18,2017-03-16,0.0408,10.13333333,0,42,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,134,154,33,2017-03-17,0.029,15.7125,0.03,50,0.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0
17,71,95,25,2017-03-17,0.045,13.925,0,45,4.58,0,1,0,0,0,0,0,1,0,0,0,0,0,0
58,165,331,17,2017-03-17,0.0415,8.057142857,0,49,3.76,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20,,101,22,2017-03-17,0.0558,8.333333333,0,93,7.69,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,19,13,11,2017-03-17,0.049,16.61538462,0,65,7.62,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10,,37,3,2017-03-17,0.05,15.32,0,68,6.18,0,1,0,0,0,0,0,0,0,1,0,0,0,0
60,0,210,38,2017-03-17,0.042,7.48,0,78,2.36,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7,19,26,3,2017-03-17,0.042,7.8,0,42,3.26,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6,,68,9,2017-03-17,0.028,16.125,0.05,47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29,154,139,31,2017-03-18,0.0254,6.075,0,45,3.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0
23,59,72,24,2017-03-18,0.039333333,16.875,0.02,41,0.83,0,0,1,0,0,0,0,1,0,0,0,0,0,0
15,,88,9,2017-03-18,0.055133333,8.111111111,0,95,7.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0
65,124,309,15,2017-03-18,0.0415,9.790909091,0.07,41,1.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0
31,27,12,5,2017-03-18,0.051764706,18.0625,0,67,7.61,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,,38,8,2017-03-18,0.042,10.96666667,0.2,72,1.87,0,0,1,0,0,0,0,0,0,1,0,0,0,0
51,0,185,28,2017-03-18,0.039866667,7.925,0,83,5.73,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9,13,10,3,2017-03-18,0.04,6.616666667,0,36,2.76,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8,,58,13,2017-03-18,0.024,6.1,0,45,1.88,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,149,102,14,2017-03-19,0.0352,9.35,0,53,4.39,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20,45,78,26,2017-03-19,0.054333333,8.625,0,50,3.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0
57,119,244,15,2017-03-19,0.046,4.390909091,0,48,3.57,0,0,0,1,0,1,0,0,0,0,0,0,0,0
15,,71,14,2017-03-19,0.057333333,8.7,0,96,7.84,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28,20,11,10,2017-03-19,0.048588235,17.0875,0,66,7.53,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,,27,7,2017-03-19,0.0405,4.666666667,0,63,6.15,0,0,0,1,0,0,0,0,0,1,0,0,0,0
48,0,146,36,2017-03-19,0.040933333,5.7,0,83,7.63,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8,15,14,3,2017-03-19,0.036,7.066666667,0.01,38,2.11,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,,40,11,2017-03-19,0.035,7.366666667,0,52,4.02,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34,149,138,21,2017-03-20,0.0281,14.47777778,0.13,54,0.72,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,76,127,23,2017-03-20,0.0535,8.74,0,54,4.63,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,119,355,11,2017-03-20,0.044333333,6.042857143,0,54,4.54,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,21,11,8,2017-03-20,0.039529412,7.092307692,0,66,8.34,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,,81,23,2017-03-20,0.06,7.86,0,96,8.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,,26,5,2017-03-20,0.046,9.533333333,0,78,6.39,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,0,209,35,2017-03-20,0.041666667,6.3,0,84,7.68,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,15,25,2,2017-03-20,0.043,7.725,0,53,4.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,,70,15,2017-03-20,0.0212,11.26666667,0.39,51,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,150,143,22,2017-03-21,0.043,7.38,0,54,3.79,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,61,114,20,2017-03-21,0.040333333,12.925,0.01,59.5,3.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,,95,19,2017-03-21,0.0468,6.577777778,0,93,8.57,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,16,19,5,2017-03-21,0.024,6.9875,0.05,66,3.81,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,150,285,17,2017-03-21,0.043,9.34,0,62,4.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,,27,3,2017-03-21,0.054,14.56666667,0,86,6.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,0,170,39,2017-03-21,0.042,6.86,0,84,8.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,12,19,3,2017-03-21,0.046,10.45,0,53,4.34,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,,49,11,2017-03-21,0.0402,13.05,0,58,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,143,147,21,2017-03-22,0.0438,4.514285714,0,37,4.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,57,115,28,2017-03-22,0.044666667,6.625,0,53,3.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,,92,19,2017-03-22,0.0434,4.944444444,0,82,6.94,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,24,13,8,2017-03-22,0.0396,5.5,0.01,65,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,125,285,9,2017-03-22,0.04025,5.6,0,51,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,,50,3,2017-03-22,0.0365,7.166666667,0,68,5.92,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,0,193,32,2017-03-22,0.044928571,8.44,0,85,8.42,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,13,23,3,2017-03-22,0.038,8.1,0,43,3.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,,52,12,2017-03-22,0.039,4.65,0,41,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,147,130,33,2017-03-23,0.0356,9.68,0.02,50,3.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,79,102,31,2017-03-23,0.040666667,8.14,0,45.5,4.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,,93,13,2017-03-23,0.046866667,3.4375,0.06,72,5.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,26,17,9,2017-03-23,0.0441875,4.953846154,0,65,7.47,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,127,321,12,2017-03-23,0.03925,5.4,0,45,4.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,,45,9,2017-03-23,0.05,9.24,0,66,7.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,0,224,33,2017-03-23,0.044857143,8.05,0,84,9.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,9,21,4,2017-03-23,0.04,6.811111111,0,38,3.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,,51,12,2017-03-23,0.0406,6.771428571,0,56,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,167,162,34,2017-03-24,0.047111111,12.4,0,82,5.19,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10,91,130,29,2017-03-24,0.045,11.13333333,0,58.5,2.13,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13,,98,19,2017-03-24,0.049666667,6.242857143,0,78,8.37,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20,12,10,4,2017-03-24,0.04525,8.4125,0,67,8.35,0,1,0,0,0,0,1,0,0,0,0,0,0,0
63,130,341,15,2017-03-24,0.0315,8.663636364,0,58,2.23,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12,,43,5,2017-03-24,0.0515,9.7,0,74,7.34,0,1,0,0,0,0,0,0,0,1,0,0,0,0
34,0,211,28,2017-03-24,0.035785714,11.7,0.89,80,7.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9,16,21,6,2017-03-24,0.035,11.2,0.03,47,2.45,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,,47,14,2017-03-24,0.0482,17.85,0,74,1.95,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41,151,157,29,2017-03-25,0.022222222,9.68,0.71,47,2.74,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9,55,104,23,2017-03-25,0.033333333,18.56666667,0.02,74.5,2.91,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14,,81,18,2017-03-25,0.052266667,6.144444444,0,83,7.07,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27,27,17,3,2017-03-25,0.044375,7.1875,0,66,7.19,0,0,1,0,0,0,1,0,0,0,0,0,0,0
60,149,301,15,2017-03-25,0.0305,14.95454545,0,57,2.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3,,35,11,2017-03-25,0.0465,5.5,0.07,76,5.34,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46,0,225,33,2017-03-25,0.047266667,14.62,0,82,8.84,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10,7,21,3,2017-03-25,0.024,13.83333333,0.08,47,2.06,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11,,50,8,2017-03-25,0.0458,11.8,0.59,75,2.24,0,0,1,0,0,0,0,0,0,0,0,0,0,1
